Date;PX;BUX;WIG;NIKKEI;HS;SSEC;DAX;FTSE
2014-09-25;35.6212824604671;57.4474141817479;591.242728208566;117.901353686636;2411.44129702528;300.592186218212;9510.01;8508.08559712968
2014-09-26;35.6028909711629;56.5616192096562;594.192082286808;116.820413157705;2397.27959340704;301.024477183265;9490.55;8517.21531958499
2014-09-29;35.8108206245461;57.1428983278877;594.235780715806;117.368065050011;2355.30646387833;301.717364319261;9422.91;8491.88705762106
2014-09-30;36.0509090909091;57.5867276298419;598.499138261203;117.106074867859;2346.32494372826;305.955061996842;9474.3;8520.15952656632
2014-10-01;35.9479310595593;57.8775056397035;588.92741839053;116.092182198802;2336.42071587727;306.067031092502;9382.03;8426.52274479568
2014-10-02;35.4118930714675;57.2076458622582;582.929048633893;113.930239324944;2341.12622893975;305.709349252808;9195.68;8239.25102249489
2014-10-03;35.5264019796936;57.8786104732024;584.85725908732;114.277971773607;2355.93054136874;306.318522822648;9132.7378;8313.16141356256
2014-10-06;35.5816746115498;58.4923281538911;584.764840837396;115.781056466302;2392.14487251834;307.860114842707;9209.51;8353.35666560611
2014-10-07;35.1033855114671;58.3392764354378;582.311185468451;115.294594594595;2395.79808725004;307.201689791489;9086.21;8285.17857142857
2014-10-08;34.9370451237263;57.5176344505066;575.128223478613;113.864203840257;2371.87296084829;306.965629186849;8995.33;8236.64548919949
2014-10-09;35.0160174736076;58.2007705619225;580.715072560946;112.680570721409;2377.44138356012;305.27667403442;9005.02;8167.42857142857
2014-10-10;34.6124468046412;57.6882088384826;571.918250268914;112.281133044691;2354.38786123631;306.455526302204;8788.81;8043.60568383659
2014-10-13;34.4799419132329;58.0718798075349;571.194770493368;109.685954394998;2352.6628782873;304.568508315741;8812.43;8078.9847715736
2014-10-14;34.1074605191505;57.648328713517;571.683479253902;110.403651415478;2349.65185389077;304.581364727752;8825.21;8046.16740088106
2014-10-15;33.5302232710111;57.1150557984729;565.994154131318;111.2436900369;2355.46111563518;305.881367508151;8571.95;7806.50999120272
2014-10-16;32.7190880708633;56.0680479119456;563.477273802204;109.213634679511;2315.77595534477;301.840632245008;8582.9;7774.04015056462
2014-10-17;33.7130801687764;57.413402732596;567.401578524505;106.50428728472;2314.40217937634;298.064828253507;8850.27;7932.48271527341
2014-10-20;33.5955300776431;56.586023435715;565.185781608923;110.607744107744;2328.21273589666;301.333589055108;8717.76;7918.96638867829
2014-10-21;34.0100677217253;57.0969058032509;574.457140147923;108.695154185022;2332.48608403124;299.3921711646;8886.96;8066.24050632911
2014-10-22;34.0255752627967;56.498807851847;574.989348103962;111.906399587599;2377.19599398692;299.535225048924;8940.14;8091.7056517891
2014-10-23;34.1827374503431;55.9071431359792;575.511941357295;110.973171089283;2374.17759643464;296.925537128266;9047.31;8121.39423076923
2014-10-24;34.3083589095505;55.5856095901507;574.452468331952;111.911885245902;2372.78781337189;297.352310593341;8987.8;8100.3296563966
2014-10-27;34.8269265475546;55.4755813200337;577.166398333175;112.523544896168;2353.03034924508;295.361522689466;8902.61;8084.69063651378
2014-10-28;34.5921078237054;55.0926404966695;580.540195661421;111.530811204074;2378.3644949592;299.976903830115;9068.19;8123.55031087425
2014-10-29;34.4471638353009;54.680181200453;579.733503739468;112.914047186933;2411.45497985381;304.852136378819;9082.81;8159.64346671724
2014-10-30;34.7967831512135;55.5241564665501;579.043350407892;114.068623879945;2425.85306941232;310.400872364732;9114.84;8210.81046747967
2014-10-31;35.3413755851638;56.1873742944268;584.128790573061;117.090597802825;2470.84272844273;316.119594038585;9326.87;8347.42747848263
